Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_dinamica],1899,376,440.0,940.8655991573514,216.11620008479804,7665.207199985161,72001.30173775672,10.401034115420352,2.059393800630886,440,660,800,860,1600,5400,5600,5800,6700,7700,7700
,Aggregated,1899,376,440.0,940.8655991573514,216.11620008479804,7665.207199985161,72001.30173775672,10.401034115420352,2.059393800630886,440,660,800,860,1600,5400,5600,5800,6700,7700,7700
