Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_dinamica],13932,2752,1000.0,1130.4388767157723,5.001300014555454,23239.642100059427,71658.48657766293,75.33581331659292,14.881148309450454,1000,1400,1700,1800,2400,2900,3500,3900,6000,9300,23000
,Aggregated,13932,2752,1000.0,1130.4388767157723,5.001300014555454,23239.642100059427,71658.48657766293,75.33581331659292,14.881148309450454,1000,1400,1700,1800,2400,2900,3500,3900,6000,9300,23000
