Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_dinamica],16078,0,260.0,720.6972666621588,9.310099994763732,7459.046399977524,22664.278828212464,111.3357467342121,0.0,260,280,350,440,3300,4000,4400,4700,5100,5400,7500
,Aggregated,16078,0,260.0,720.6972666621588,9.310099994763732,7459.046399977524,22664.278828212464,111.3357467342121,0.0,260,280,350,440,3300,4000,4400,4700,5100,5400,7500
