Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_dinamica],11749,2321,430.0,614.1916338667023,5.844300030730665,5946.968399977777,71643.27440633245,74.35513870772122,14.688763038609327,430,750,1000,1100,1400,1700,2000,2400,3200,4200,5900
,Aggregated,11749,2321,430.0,614.1916338667023,5.844300030730665,5946.968399977777,71643.27440633245,74.35513870772122,14.688763038609327,430,750,1000,1100,1400,1700,2000,2400,3200,4200,5900
