Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_dinamica],12212,0,250.0,393.9515622093608,8.090600022114813,6112.063899985515,22739.158614477565,110.79454957298238,0.0,250,280,320,420,980,1300,1700,2000,4600,6000,6100
,Aggregated,12212,0,250.0,393.9515622093608,8.090600022114813,6112.063899985515,22739.158614477565,110.79454957298238,0.0,250,280,320,420,980,1300,1700,2000,4600,6000,6100
