Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_dinamica],1933,60,650.0,4025.4875644079293,201.36599999386817,85255.48669998534,19696.70460424211,14.598939333014094,0.4531486601039036,650,920,1300,1600,4000,22000,61000,71000,85000,85000,85000
,Aggregated,1933,60,650.0,4025.4875644079293,201.36599999386817,85255.48669998534,19696.70460424211,14.598939333014094,0.4531486601039036,650,920,1300,1600,4000,22000,61000,71000,85000,85000,85000
