Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url_dinamica],8452,0,74,84.93849384794764,8.416500000748783,4441.038099990692,22782.885470894464,111.47794326795014,0.0,74,82,87,90,100,150,260,300,2600,4400,4400
,Aggregated,8452,0,74,84.93849384794764,8.416500000748783,4441.038099990692,22782.885470894464,111.47794326795014,0.0,74,82,87,90,100,150,260,300,2600,4400,4400
